GEOID10,GEOID_MUNI,MUN_NAME,SQMI_LAND,CurPEV,FutPEV,CuPEV_SM,FuPEV_SM,FC_KD,FC_CE,FC_KD_SM,FC_CE_SM,FC_KPE,SC_KD,SC_CE,SC_KD_SM,SC_CE_SM,SC_KPE,PC_KD,PC_CE,PC_KD_SM,PC_CE_SM,PC_KPE,PASS_VEH,POP,HOUSUNIT,JOBS,CuPEVPop,FuPEVPop,CuPEV_HU,FuPEV_HU,PerCuPEV,PerFuPEV,FC_KD_JB,FC_CE_JB,SC_KD_JB,SC_CE_JB,PC_KD_JB,PC_CE_JB
420893007001,4208921872,East Stroudsburg Borough,0.241651303,0,1,0.00000,4.13819,599.78323,33,2482.019452,136.560406,18.17524951,693.4550921,23,2869.651785,95.17846478,30.1502214,281.4988344,17,1164.896822,70.34930006,16.55875496,377,1744,333,523,0.00,0.06,0.00,0.30,0,0.264550265,1.146813067,0.063097514,1.325917958,0.043977055,0.538238689,0.03250478
420893007002,4208921872,East Stroudsburg Borough,0.436862238,1,13,2.28905,29.75766,1126.87914,73,2579.483962,167.1007327,15.43670049,911.4100104,41,2086.264117,93.85109645,22.22951245,297.1997737,24,680.3054786,54.93722719,12.3833239,1436,2010,653,603,0.05,0.65,0.15,1.99,0.069637883,0.897790055,1.868787953,0.12106136,1.511459387,0.067993367,0.492868613,0.039800995
420893007003,4208921872,East Stroudsburg Borough,0.60414177,0,2,0.00000,3.31048,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,1527,406,458,0.00,0.13,0.00,0.49,0,0.344234079,0,0,0,0,0,0
420893008001,4208974888,Stroudsburg Borough,0.195618273,0,1,0.00000,5.11200,163.31919,12,834.8871951,61.34396256,13.60993259,163.4356734,7,835.4826526,35.78397816,23.34795335,43.54162378,4,222.5846449,20.44798752,10.88540595,343,1317,318,395,0.00,0.08,0.00,0.31,0,0.290697674,0.413466306,0.030379747,0.413761199,0.017721519,0.110231959,0.010126582
420893008002,4208974888,Stroudsburg Borough,0.150053585,1,19,6.66429,126.62143,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,565,326,170,0.18,3.36,0.31,5.83,0.163398693,3.015873016,0,0,0,0,0,0
420893008003,4208974888,Stroudsburg Borough,0.520082697,0,3,0.00000,5.76831,330.29519,25,635.0820539,48.06927849,13.2118075,228.9909911,13,440.2972689,24.99602482,17.61469162,73.43974716,7,141.2078263,13.45939798,10.49139245,746,1234,635,370,0.00,0.24,0.00,0.47,0,0.400534045,0.892689696,0.067567568,0.618894571,0.035135135,0.198485803,0.018918919
420893008004,4208974888,Stroudsburg Borough,0.278707071,2,31,7.17599,111.22789,1082.58583,77,3884.314194,276.2757315,14.05955627,799.0222388,44,2866.889007,157.8718466,18.15959634,286.8622338,23,1029.260695,82.52391981,12.47227104,853,1183,567,355,0.17,2.62,0.35,5.47,0.234466589,3.514739229,3.049537558,0.216901408,2.25076687,0.123943662,0.808062631,0.064788732
420893008005,4208974888,Stroudsburg Borough,0.580176409,1,20,1.72361,34.47227,103.16466,8,177.8160207,13.7889095,12.89558255,76.84888443,5,132.4577891,8.618068437,15.36977689,23.66572947,3,40.79057524,5.170841062,7.888576491,787,1217,443,365,0.08,1.64,0.23,4.51,0.127064803,2.481389578,0.282642905,0.021917808,0.210544889,0.01369863,0.064837615,0.008219178
420893009001,4208974880,Stroud Township,1.643746158,2,27,1.21673,16.42589,290.94389,21,177.0005009,12.77569526,13.85447111,227.6486152,12,138.4937778,7.300397293,18.97071793,69.29058711,6,42.15406788,3.650198646,11.54843118,2177,1072,452,322,0.19,2.52,0.44,5.97,0.091869545,1.226158038,0.903552464,0.065217391,0.706983277,0.037267081,0.215188159,0.01863354
420893009002,4208974880,Stroud Township,0.331008856,1,25,3.02107,75.52668,182.47580,12,551.2716556,36.2528065,15.20631666,188.2126524,7,568.6030722,21.14747046,26.88752176,63.50632583,5,191.8568785,15.10533604,12.70126517,523,712,290,214,0.14,3.51,0.34,8.62,0.191204589,4.570383912,0.852690654,0.056074766,0.879498375,0.03271028,0.296758532,0.023364486
420893009003,4208974880,Stroud Township,3.249913765,2,100,0.61540,30.77005,1365.26697,88,420.0932927,27.07764155,15.51439744,1105.37919,53,340.1256988,16.30812503,20.85621114,457.1989935,32,140.6803462,9.846415111,14.28746855,2417,3490,1250,1047,0.06,2.87,0.16,8.00,0.082747207,3.976143141,1.303979918,0.084049666,1.055758539,0.050620821,0.436675256,0.030563515
420893010011,4208974880,Stroud Township,3.770555924,0,16,0.00000,4.24341,49.14825,3,13.03474791,0.795638643,16.38274865,47.92489678,2,12.71029995,0.530425762,23.96244839,18.32411145,2,4.859790391,0.530425762,9.162055723,2241,4116,1308,1235,0.00,0.39,0.00,1.22,0,0.708905627,0.039796151,0.00242915,0.038805584,0.001619433,0.014837337,0.001619433
420893010012,4208974880,Stroud Township,3.14813183,1,21,0.31765,6.67062,849.90680,47,269.9717958,14.92948915,18.08312348,873.9047272,32,277.5947052,10.16475857,27.30952273,386.3174863,24,122.7132494,7.623568928,16.09656193,1240,1703,587,511,0.06,1.23,0.17,3.58,0.080645161,1.666666667,1.663222707,0.091976517,1.710185376,0.062622309,0.756002909,0.046966732
420893010013,4208974880,Stroud Township,5.805345962,4,139,0.68902,23.94345,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264,3009,946,903,0.13,4.62,0.42,14.69,0.176678445,5.794080867,0,0,0,0,0,0
420893010014,4208974880,Stroud Township,1.149212227,3,52,2.61048,45.24839,5.08430,1,4.424161873,0.870161295,5.084300917,2.649996438,1,2.305924334,0.870161295,2.649996438,2.466797224,1,2.146511468,0.870161295,2.466797224,1412,2822,733,847,0.11,1.84,0.41,7.09,0.212464589,3.559206023,0.006002717,0.001180638,0.003128685,0.001180638,0.002912393,0.001180638
420893010021,4208974880,Stroud Township,10.1482161,3,89,0.29562,8.77001,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270,1525,588,458,0.20,5.84,0.51,15.14,0.236220472,6.563421829,0,0,0,0,0,0
420893010022,4208974880,Stroud Township,1.807357334,0,5,0.00000,2.76647,136.63856,10,75.60129551,5.532940174,13.66385559,108.8238193,6,60.21156818,3.319764104,18.13730322,32.5788984,3,18.02570958,1.659882052,10.8596328,637,472,247,142,0.00,1.06,0.00,2.02,0,0.778816199,0.962243351,0.070422535,0.766364925,0.042253521,0.229428862,0.021126761
420893011011,4208932176,Hamilton Township,4.897342565,0,11,0.00000,2.24612,130.25211,8,26.59648708,1.633538984,16.28151353,103.0680448,5,21.04570865,1.020961865,20.61360895,46.05707812,4,9.404504077,0.816769492,11.51426953,1036,709,323,213,0.00,1.55,0.00,3.41,0,1.050620821,0.611512245,0.037558685,0.483887534,0.023474178,0.216230414,0.018779343
420893011012,4208932176,Hamilton Township,8.053392578,2,104,0.24834,12.91381,157.54635,10,19.56273043,1.24171272,15.75463481,151.4438951,7,18.80498109,0.869198904,21.63484216,62.95712351,4,7.817466105,0.496685088,15.73928088,1826,3164,1028,949,0.06,3.29,0.19,10.12,0.109529025,5.394190871,0.166013012,0.010537408,0.159582608,0.007376185,0.066340488,0.004214963
420893011013,4208932176,Hamilton Township,4.230370004,5,49,1.18193,11.58291,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2236,1786,670,536,0.28,2.74,0.75,7.31,0.223613596,2.149122807,0,0,0,0,0,0
420893011021,4208932176,Hamilton Township,15.33887429,1,30,0.06519,1.95581,30.54930,3,1.991626219,0.195581497,10.18310141,34.30702049,2,2.236606144,0.130387665,17.15351025,7.856755396,1,0.512211995,0.065193832,7.856755396,856,1550,556,465,0.06,1.94,0.18,5.40,0.11682243,3.389830508,0.065697428,0.006451613,0.073778539,0.004301075,0.016896248,0.002150538
420893011022,4208932176,Hamilton Township,5.805952142,4,68,0.68895,11.71212,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,1706,405,512,0.23,3.99,0.99,16.79,0.539811066,8.447204969,0,0,0,0,0,0
420893012021,4208913328,Chestnuthill Township,3.700437455,0,7,0.00000,1.89167,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,1026,350,308,0.00,0.68,0.00,2.00,0,0.912646675,0,0,0,0,0,0
420893012022,4208913328,Chestnuthill Township,6.177049985,2,39,0.32378,6.31369,257.81293,17,41.7372257,2.752122784,15.16546643,224.3473402,10,36.31949568,1.618895755,22.43473402,94.75423784,7,15.33972334,1.133227029,13.53631969,1867,2358,814,707,0.08,1.65,0.25,4.79,0.107123728,2.048319328,0.364657609,0.024045262,0.317322971,0.014144272,0.134022967,0.00990099
420893012023,4208913328,Chestnuthill Township,3.270437411,0,14,0.00000,4.28077,602.11156,38,184.1073484,11.61924086,15.84504105,570.1808832,23,174.3439215,7.032698416,24.79047318,204.9265651,15,62.66029259,4.586542445,13.66177101,1516,1464,486,439,0.00,0.96,0.00,2.88,0,0.91503268,1.371552528,0.086560364,1.298817502,0.0523918,0.46680311,0.034168565
420893012031,4208966280,Ross Township,5.697060909,2,44,0.35106,7.72328,20.03799,2,3.517250739,0.351058209,10.01899584,10.34352104,1,1.815588986,0.175529105,10.34352104,2.691871763,1,0.47250184,0.175529105,2.691871763,1902,2506,815,752,0.08,1.76,0.25,5.40,0.105152471,2.263374486,0.026646266,0.002659574,0.013754682,0.001329787,0.003579617,0.001329787
420893012032,4208966280,Ross Township,4.749158873,0,18,0.00000,3.79014,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,2009,607,603,0.00,0.90,0.00,2.97,0,1.27388535,0,0,0,0,0,0
420893012033,4208966280,Ross Township,12.4504398,0,17,0.00000,1.36541,13.07468,2,1.050138289,0.160636896,6.537341771,3.439970475,1,0.276293089,0.080318448,3.439970475,2.386327805,1,0.191666146,0.080318448,2.386327805,806,1327,473,398,0.00,1.28,0.00,3.59,0,2.065613609,0.032850964,0.005025126,0.008643142,0.002512563,0.005995799,0.002512563
420893012041,4208913328,Chestnuthill Township,4.143147982,1,31,0.24136,7.48223,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2233,2761,961,828,0.04,1.12,0.10,3.23,0.044782803,1.369863014,0,0,0,0,0,0
420893012042,4208913328,Chestnuthill Township,3.313362705,0,13,0.00000,3.92351,38.67475,3,11.67235589,0.905424569,12.89158289,37.10813039,2,11.19953766,0.60361638,18.55406519,16.24555721,2,4.903042214,0.60361638,8.122778606,950,1167,403,350,0.00,1.11,0.00,3.23,0,1.349948079,0.110499282,0.008571429,0.10602323,0.005714286,0.046415878,0.005714286
420893012051,4208913328,Chestnuthill Township,7.901268327,2,62,0.25312,7.84684,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117,2978,1108,893,0.07,2.08,0.18,5.60,0.094473311,2.847955903,0,0,0,0,0,0
420893012052,4208913328,Chestnuthill Township,2.954905074,0,7,0.00000,2.36894,62.07857,4,21.00865098,1.353681387,15.51964235,48.85635463,3,16.53398448,1.01526104,16.28545154,21.08982093,2,7.137224512,0.676840694,10.54491046,1172,1134,355,340,0.00,0.62,0.00,1.97,0,0.593723494,0.182584028,0.011764706,0.143695161,0.008823529,0.062028885,0.005882353
420893012053,4208913328,Chestnuthill Township,5.923507508,2,70,0.33764,11.81732,34.04119,3,5.746796609,0.506456689,11.34706429,28.68486943,2,4.842547998,0.337637793,14.34243471,9.060647286,1,1.529608475,0.168818896,9.060647286,2236,3986,1231,1196,0.05,1.76,0.16,5.69,0.089445438,3.038194444,0.028462536,0.002508361,0.023984005,0.001672241,0.007575792,0.00083612
420893013011,4208961928,Polk Township,11.68791699,2,36,0.17112,3.08010,112.78570,8,9.649768753,0.684467558,14.09821202,115.6904741,5,9.898297038,0.427792224,23.13809482,29.70026305,3,2.541108315,0.256675334,9.900087683,1477,2697,933,809,0.07,1.33,0.21,3.86,0.135409614,2.382528127,0.139413716,0.009888752,0.143004294,0.00618047,0.036712315,0.003708282
420893013012,4208961928,Polk Township,6.026917636,1,24,0.16592,3.98214,13.82397,2,2.293704431,0.331844588,6.911983842,7.934630613,1,1.316532114,0.165922294,7.934630613,4.184724823,1,0.694339142,0.165922294,4.184724823,743,1447,729,434,0.07,1.66,0.14,3.29,0.134589502,3.133159269,0.03185246,0.004608295,0.018282559,0.002304147,0.009642223,0.002304147
420893013013,4208961928,Polk Township,10.11881673,3,44,0.29648,4.34833,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177,2777,976,833,0.11,1.58,0.31,4.51,0.137804318,1.983769161,0,0,0,0,0,0
420893013014,4208961928,Polk Township,2.959788108,0,13,0.00000,4.39221,37.95289,3,12.82284102,1.013586071,12.65096412,47.219448,2,15.95365826,0.675724047,23.609724,11.9567275,1,4.039724152,0.337862024,11.9567275,998,824,275,247,0.00,1.58,0.00,4.73,0,1.285855589,0.153655435,0.012145749,0.191171854,0.008097166,0.048407804,0.004048583
420893013021,4208922904,Eldred Township,12.56176502,2,29,0.15921,2.30859,27.56622,3,2.194454543,0.238819943,9.188740768,10.39721306,2,0.827687276,0.159213295,5.198606532,4.435798265,1,0.353119029,0.079606648,4.435798265,880,1235,406,370,0.16,2.35,0.49,7.14,0.227272727,3.197353914,0.074503304,0.008108108,0.028100576,0.005405405,0.011988644,0.002702703
420893013022,4208922904,Eldred Township,11.94031622,1,34,0.08375,2.84750,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,1680,591,504,0.06,2.02,0.17,5.75,0.102040816,3.356367226,0,0,0,0,0,0
420893014011,4208949080,Middle Smithfield Township,10.66059219,2,54,0.18761,5.06538,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,1617,676,485,0.12,3.34,0.30,7.99,0.190114068,4.891304348,0,0,0,0,0,0
420893014012,4208949080,Middle Smithfield Township,4.062326375,4,87,0.98466,21.41630,189.66011,15,46.68756015,3.692465502,12.64400713,161.5077923,8,39.75746343,1.969314935,20.18847404,40.68670448,4,10.01561685,0.984657467,10.17167612,1930,2658,953,797,0.15,3.27,0.42,9.13,0.207253886,4.321907601,0.237967512,0.018820577,0.202644658,0.010037641,0.051049817,0.005018821
420893014021,4208949080,Middle Smithfield Township,6.610303712,0,12,0.00000,1.81535,29.71149,2,4.494723714,0.302557959,14.85574443,48.63634407,2,7.357656499,0.302557959,24.31817204,9.724339634,1,1.471088177,0.15127898,9.724339634,787,1392,518,418,0.00,0.86,0.00,2.32,0,1.501877347,0.071080117,0.004784689,0.11635489,0.004784689,0.02326397,0.002392344
420893014022,4208949080,Middle Smithfield Township,5.708264049,2,34,0.35037,5.95628,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,2400,762,720,0.08,1.42,0.26,4.46,0.1447178,2.404526167,0,0,0,0,0,0
420893014023,4208949080,Middle Smithfield Township,5.189589853,1,31,0.19269,5.97350,1.88143,1,0.362539727,0.192693455,1.881432491,0.326315985,1,0.062878955,0.192693455,0.326315985,0.172569264,1,0.033252968,0.192693455,0.172569264,852,866,347,260,0.12,3.58,0.29,8.93,0.117370892,3.514739229,0.007236279,0.003846154,0.001255061,0.003846154,0.000663728,0.003846154
420912001031,4209145008,Lower Moreland Township,1.140055042,4,262,3.50860,229.81347,145.71745,16,127.8161542,14.03441011,9.107340691,81.77527054,9,71.7292302,7.894355684,9.086141171,29.48716744,3,25.86468754,2.631451895,9.829055812,1290,1995,570,598,0.20,13.13,0.70,45.96,0.310077519,16.9250646,0.243674667,0.026755853,0.136747944,0.015050167,0.049309645,0.005016722
420912001032,4209145008,Lower Moreland Township,0.904530408,9,330,9.94991,364.83019,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,2168,742,650,0.42,15.22,1.21,44.47,0.456621005,14.39790576,0,0,0,0,0,0
420912001041,4209145008,Lower Moreland Township,0.933735562,4,151,4.28387,161.71602,435.69475,40,466.6147109,42.83868115,10.89236873,161.5866291,20,173.053952,21.41934057,8.079331455,61.07260739,8,65.40674887,8.567736229,7.634075924,1706,2518,825,755,0.16,6.00,0.48,18.30,0.234466589,8.148947652,0.577079138,0.052980132,0.214022025,0.026490066,0.080890871,0.010596026
420912001042,4209145008,Lower Moreland Township,1.300311762,13,236,9.99760,181.49494,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1701,1653,610,496,0.79,14.28,2.13,38.69,0.76425632,12.26611227,0,0,0,0,0,0
420912001051,4209145008,Lower Moreland Township,0.816530776,7,166,8.57286,203.29913,883.17453,87,1081.618181,106.5483415,10.15143141,320.4368273,44,392.4369253,53.88651754,7.282655165,131.6841665,15,161.2727533,18.37040371,8.778944433,1017,1178,360,353,0.59,14.09,1.94,46.11,0.688298918,14.11564626,2.501910858,0.246458924,0.907753052,0.124645892,0.373042965,0.042492918
420912001052,4209145008,Lower Moreland Township,0.316635045,1,112,3.15821,353.71953,75.55816,8,238.62856,25.2656809,9.444770595,27.73048924,4,87.57871154,12.63284045,6.93262231,11.19697056,2,35.36238566,6.316420225,5.598485282,612,791,270,237,0.13,14.16,0.37,41.48,0.163398693,15.49100968,0.318810822,0.033755274,0.117006284,0.016877637,0.047244602,0.008438819
420912001053,4209145008,Lower Moreland Township,0.392284427,2,48,5.09834,122.36020,455.71100,47,1161.685165,119.8110269,9.695978702,152.0435838,24,387.5850618,61.18009883,6.335149324,50.93060191,7,129.8308024,17.84419549,7.275800273,651,867,305,260,0.23,5.54,0.66,15.74,0.307219662,6.886657102,1.752734612,0.180769231,0.584783015,0.092307692,0.19588693,0.026923077
420912001061,4209145008,Lower Moreland Township,0.581576802,2,78,3.43893,134.11814,318.86158,31,548.2707944,53.30336407,10.28585726,149.5823024,16,257.2012879,27.51141371,9.348893902,48.99849108,5,84.25110996,8.597316786,9.799698215,872,1140,621,342,0.18,6.84,0.32,12.56,0.229357798,8.227848101,0.932343787,0.090643275,0.437375153,0.046783626,0.143270442,0.014619883
420912001062,4209145008,Lower Moreland Township,0.895241949,1,88,1.11702,98.29745,22.79266,3,25.45977464,3.351049406,7.597552755,8.084781822,2,9.03083444,2.234032937,4.042390911,1.871251559,1,2.090218809,1.117016469,1.871251559,626,852,245,256,0.12,10.33,0.41,35.92,0.159744409,12.34221599,0.089033821,0.01171875,0.031581179,0.0078125,0.007309576,0.00390625
420912002001,4209109696,Bryn Athyn Borough,1.931110798,1,47,0.51784,24.33832,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,1360,446,408,0.07,3.46,0.22,10.54,0.105820106,4.742684157,0,0,0,0,0,0
420912003011,4209179176,Upper Moreland Township,0.269840235,0,17,0.00000,63.00024,70.58922,6,261.5963653,22.23537937,11.76487079,46.45675985,4,172.1639466,14.82358625,11.61418996,19.30070339,2,71.52641036,7.411793125,9.650351697,1017,1350,557,405,0.00,1.26,0.00,3.05,0,1.64410058,0.174294382,0.014814815,0.114708049,0.009876543,0.047656058,0.004938272
420912003012,4209179176,Upper Moreland Township,0.264770328,2,51,7.55372,192.61977,3227.82539,230,12191.03898,868.6774004,14.03402342,1374.308387,117,5190.567986,441.8924167,11.74622553,617.9624837,64,2333.956713,241.7189288,9.655663808,1252,2109,976,633,0.09,2.42,0.20,5.23,0.159744409,3.920061491,5.099250217,0.363349131,2.171103297,0.184834123,0.97624405,0.101105845
420912003013,4209179176,Upper Moreland Township,1.046640713,4,86,3.82175,82.16764,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,2278,946,683,0.18,3.78,0.42,9.09,0.231481481,4.751381215,0,0,0,0,0,0
420912003051,4209179176,Upper Moreland Township,0.475023417,0,31,0.00000,65.25994,186.01684,21,391.5951019,44.20834692,8.857944919,59.87095376,11,126.0378997,23.15675315,5.442813978,14.17738777,3,29.84566081,6.315478131,4.725795923,1551,2256,852,677,0.00,1.37,0.00,3.64,0,1.95954488,0.274766386,0.031019202,0.088435678,0.016248154,0.020941489,0.004431315
420912003061,4209179176,Upper Moreland Township,0.934581125,3,115,3.20999,123.04978,775.77310,65,830.0757211,69.54987452,11.93497079,283.2620186,33,303.089813,35.3099363,8.583697532,108.452727,13,116.0442085,13.9099749,8.342517458,1529,2072,765,622,0.14,5.55,0.39,15.03,0.196206671,7.007921999,1.247223636,0.104501608,0.455405175,0.053054662,0.174361297,0.020900322
420912003062,4209179176,Upper Moreland Township,0.719433805,2,60,2.77996,83.39892,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,1358,578,407,0.15,4.42,0.35,10.38,0.141342756,4.073319756,0,0,0,0,0,0
420912003071,4209179176,Upper Moreland Township,0.395157027,0,8,0.00000,20.24512,1209.19621,95,3060.039747,240.4107571,12.72838114,620.4049632,50,1570.021336,126.5319774,12.40809926,228.5142709,23,578.2872512,58.20470962,9.935403081,658,1278,590,383,0.00,0.63,0.00,1.36,0,1.201201201,3.157170257,0.248041775,1.619856301,0.130548303,0.596643005,0.060052219
420912003072,4209179176,Upper Moreland Township,0.317245858,1,30,3.15213,94.56388,862.80061,64,2719.659177,201.7362822,13.48125953,513.1184504,35,1617.415758,110.3245293,14.66052716,177.0291554,16,558.0188072,50.43407056,11.06432221,1165,1876,727,563,0.05,1.60,0.14,4.13,0.08583691,2.512562814,1.532505524,0.113676732,0.911400445,0.062166963,0.314438997,0.028419183
420912003081,4209179176,Upper Moreland Township,0.358982729,3,60,8.35695,167.13896,458.30039,34,1276.664187,94.71207724,13.47942337,250.072836,18,696.6152282,50.14168795,13.89293533,105.3451499,10,293.4546462,27.85649331,10.53451499,1466,2155,862,646,0.14,2.78,0.35,6.96,0.204638472,3.939592909,0.709443335,0.052631579,0.387109653,0.027863777,0.163072987,0.015479876
420912003082,4209179176,Upper Moreland Township,0.119475452,1,54,8.36992,451.97569,50.23448,4,420.4586209,33.47968081,12.55862095,22.1150118,3,185.1008841,25.10976061,7.371670601,9.405176966,1,78.72058069,8.369920202,9.405176966,776,1063,368,319,0.09,5.08,0.27,14.67,0.128865979,6.513872135,0.157474871,0.012539185,0.069326056,0.009404389,0.029483313,0.003134796
420912003083,4209179176,Upper Moreland Township,0.203245721,0,8,0.00000,39.36122,716.03541,58,3523.003597,285.3688616,12.34543803,353.2912989,30,1738.247168,147.6045836,11.77637663,127.5100726,13,627.3690392,63.96198622,9.808467127,774,796,342,239,0.00,1.01,0.00,2.34,0,1.023017903,2.995964041,0.242677824,1.478206271,0.125523013,0.533514948,0.054393305
420912003091,4209179176,Upper Moreland Township,0.111867309,0,7,0.00000,62.57413,102.32824,9,914.7287287,80.45245816,11.3698046,62.88911416,5,562.1759807,44.69581009,12.57782283,11.77083572,2,105.2214076,17.87832404,5.885417859,524,941,308,282,0.00,0.74,0.00,2.27,0,1.31826742,0.362866104,0.031914894,0.223011043,0.017730496,0.041740552,0.007092199
420912003092,4209179176,Upper Moreland Township,0.152930046,2,64,13.07787,418.49200,1.54313,1,10.09045696,6.538937424,1.543134046,0.253463028,1,1.657378877,6.538937424,0.253463028,0.027633677,1,0.180694883,6.538937424,0.027633677,758,1010,341,303,0.20,6.34,0.59,18.77,0.263852243,7.804878049,0.005092852,0.00330033,0.000836512,0.00330033,9.12003E-05,0.00330033
420912003093,4209179176,Upper Moreland Township,0.101467647,1,27,9.85536,266.09467,116.66944,10,1149.819159,98.55358095,11.6669445,49.00140009,5,482.926345,49.27679047,9.800280017,15.12097416,2,149.0226151,19.71071619,7.560487081,614,901,305,270,0.11,3.00,0.33,8.85,0.16286645,4.21875,0.432109055,0.037037037,0.181486667,0.018518519,0.056003608,0.007407407
420912003101,4209109696,Bryn Athyn Borough,1.149883272,3,52,2.60896,45.22198,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,786,343,236,0.38,6.62,0.87,15.16,0.489396411,7.854984894,0,0,0,0,0,0
420912003102,4209179176,Upper Moreland Township,1.03223447,3,143,2.90632,138.53442,108.31714,12,104.9346326,11.62526573,9.026428739,45.94346129,6,44.50874549,5.812632863,7.657243548,12.09668943,2,11.71893576,1.937544288,6.048344717,697,918,340,275,0.33,15.58,0.88,42.06,0.430416069,17.08482676,0.393880527,0.043636364,0.167067132,0.021818182,0.043987962,0.007272727
420912003103,4209179176,Upper Moreland Township,0.31965475,4,94,12.51350,294.06727,389.59776,35,1218.807986,109.4931329,11.13136462,185.8156392,18,581.3010426,56.31075409,10.32309107,62.6427695,7,195.9700883,21.89862659,8.948967072,903,1041,363,312,0.38,9.03,1.10,25.90,0.442967885,9.466263847,1.248710775,0.112179487,0.595562946,0.057692308,0.200778107,0.022435897
420912004011,4209133088,Hatboro Borough,0.268531349,5,79,18.61980,294.19284,238.36746,21,887.670883,78.20315985,11.35083141,117.8412755,11,438.8361956,40.96355992,10.71284323,26.05977107,4,97.0455449,14.89583997,6.514942768,1019,1257,627,377,0.40,6.28,0.80,12.60,0.490677134,7.227813358,0.632274429,0.055702918,0.312576328,0.029177719,0.069124061,0.01061008
420912004012,4209133088,Hatboro Borough,0.31113888,1,49,3.21400,157.48594,221.36749,18,711.4748471,57.85197908,12.29819374,67.75916592,9,217.7778805,28.92598954,7.528796213,27.5347849,4,88.49676665,12.85599535,6.883696224,963,1270,514,381,0.08,3.86,0.19,9.53,0.10384216,4.846686449,0.581017027,0.047244094,0.17784558,0.023622047,0.072269777,0.010498688
420912004013,4209133088,Hatboro Borough,0.182151416,1,23,5.48994,126.26858,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,586,228,176,0.17,3.92,0.44,10.09,0.145772595,3.248587571,0,0,0,0,0,0
420912004021,4209133088,Hatboro Borough,0.165476436,0,11,0.00000,66.47472,159.01880,14,960.9754832,84.60419127,11.35848554,66.0431937,7,399.1093566,42.30209563,9.434741957,22.58545497,3,136.4874394,18.12946956,7.52848499,822,1061,353,318,0.00,1.04,0.00,3.12,0,1.320528211,0.500059112,0.044025157,0.207682999,0.022012579,0.071023443,0.009433962
420912004022,4209133088,Hatboro Borough,0.256159863,1,48,3.90381,187.38299,525.84879,42,2052.814907,163.9601124,12.5202092,286.4851911,23,1118.384384,89.78768058,12.45587787,124.5835907,11,486.3509413,42.94193419,11.32578098,1135,2164,836,649,0.05,2.22,0.12,5.74,0.088105727,4.060913706,0.810244663,0.064714946,0.441425564,0.035439137,0.191962389,0.016949153
420912004023,4209133088,Hatboro Borough,0.238296461,1,28,4.19645,117.50070,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,1067,421,320,0.09,2.62,0.24,6.65,0.105263158,2.86591607,0,0,0,0,0,0
420912005011,4209135808,Horsham Township,2.166441222,9,102,4.15428,47.08182,652.66278,57,301.2603213,26.31042994,11.45022419,223.5925156,28,103.2072845,12.92442173,7.985446985,83.77728877,11,38.67046469,5.077451393,7.616117161,1348,1327,441,398,0.68,7.69,2.04,23.13,0.667655786,7.078417765,1.639856228,0.14321608,0.56179024,0.070351759,0.2104957,0.027638191
420912005012,4209135808,Horsham Township,0.418087634,3,104,7.17553,248.75168,52.37850,5,125.2811451,11.95921523,10.47569951,34.32240153,3,82.0937974,7.175529137,11.44080051,8.16077607,1,19.51929549,2.391843046,8.16077607,889,1293,365,388,0.23,8.04,0.82,28.49,0.337457818,10.50505051,0.134996128,0.012886598,0.088459798,0.007731959,0.021032928,0.00257732
420912005013,4209135808,Horsham Township,0.461907526,1,43,2.16494,93.09223,53.64997,6,116.1487313,12.98961298,8.941662195,15.46431878,3,33.47925265,6.49480649,5.154772926,4.003027585,1,8.666296512,2.164935497,4.003027585,1009,1386,476,416,0.07,3.10,0.21,9.03,0.099108028,4.091341579,0.128966282,0.014423077,0.037173843,0.007211538,0.009622662,0.002403846
