GEOID10,GEOID_MUNI,MUN_NAME,SQMI_LAND,CurPEV,FutPEV,CuPEV_SM,FuPEV_SM,FC_KD,FC_CE,FC_KD_SM,FC_CE_SM,FC_KPE,SC_KD,SC_CE,SC_KD_SM,SC_CE_SM,SC_KPE,PC_KD,PC_CE,PC_KD_SM,PC_CE_SM,PC_KPE,PASS_VEH,POP,HOUSUNIT,JOBS,CuPEVPop,FuPEVPop,CuPEV_HU,FuPEV_HU,PerCuPEV,PerFuPEV,FC_KD_JB,FC_CE_JB,SC_KD_JB,SC_CE_JB,PC_KD_JB,PC_CE_JB
420035633002,4200369400,Sewickley Heights Borough,7.263188949,9,144,1.23913,19.82600,67.80447,10,9.335358543,1.376805707,6.780447301,26.08744262,6,3.59173399,0.826083424,4.347907104,5.67992581,1,0.782015427,0.137680571,5.67992581,862,722,263,217,1.25,19.94,3.42,54.75,1.044083527,14.44332999,0.312463009,0.046082949,0.12021863,0.02764977,0.026174773,0.004608295
420035638001,4200339624,Kilbuck Township,2.533652947,0,13,0.00000,5.13093,486.08544,41,191.8516261,16.18216893,11.85574238,212.7608896,21,83.97396727,8.28842799,10.13147093,77.02710193,9,30.40159941,3.552183424,8.558566881,534,701,292,210,0.00,1.85,0.00,4.45,0,2.376599634,2.314692561,0.195238095,1.013147093,0.1,0.366795723,0.042857143
420035638002,4200300724,Aleppo Township,1.771733618,4,163,2.25768,92.00029,22.56262,2,12.73476874,1.128837868,11.28130895,17.7262826,1,10.00504953,0.564418934,17.7262826,3.410570068,1,1.924990322,0.564418934,3.410570068,1006,1700,980,510,0.24,9.59,0.41,16.63,0.397614314,13.99141631,0.044240427,0.003921569,0.034757417,0.001960784,0.006687392,0.001960784
420035638003,4200329592,Glenfield Borough,0.819844691,0,2,0.00000,2.43949,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,197,74,59,0.00,1.02,0.00,2.70,0,1.481481481,0,0,0,0,0,0
420035638004,4200333312,Haysville Borough,0.172451371,0,1,0.00000,5.79874,23.43384,3,135.886641,17.39620846,7.811279181,13.53371113,1,78.47842005,5.798736155,13.53371113,2.940994069,1,17.05404864,5.798736155,2.940994069,47,79,36,24,0.00,1.27,0.00,2.78,0,2.083333333,0.976409898,0.125,0.563904631,0.041666667,0.12254142,0.041666667
420035638005,4200357200,Osborne Borough,0.428398878,1,101,2.33427,235.76159,161.37739,15,376.6989068,35.01409728,10.75849261,74.20525389,7,173.2153319,16.33991206,10.60075056,21.89916793,3,51.11863975,7.002819456,7.299722644,379,582,220,175,0.17,17.35,0.45,45.91,0.263852243,21.08559499,0.922156509,0.085714286,0.424030022,0.04,0.125138102,0.017142857
420035638006,4200305520,Ben Avon Heights Borough,0.173362186,1,74,5.76827,426.85202,40.33244,4,232.6484479,23.07308238,10.08311088,24.90919837,2,143.6829965,11.53654119,12.45459918,5.595990264,1,32.27918609,5.768270596,5.595990264,307,362,143,109,0.28,20.44,0.70,51.75,0.325732899,19.47368421,0.370022417,0.036697248,0.228524756,0.018348624,0.05133936,0.009174312
420035639001,4200312496,Chalfant Borough,0.158743972,2,32,12.59890,201.58246,22.12238,2,139.3588959,12.59890359,11.06119235,13.76061299,1,86.68431815,6.299451793,13.76061299,3.203634792,1,20.18114293,6.299451793,3.203634792,494,897,426,269,0.22,3.57,0.47,7.51,0.4048583,6.106870229,0.082239348,0.007434944,0.051154695,0.003717472,0.011909423,0.003717472
420035639002,4200326592,Forest Hills Borough,0.287312902,2,45,6.96105,156.62367,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,1237,594,371,0.16,3.64,0.34,7.58,0.257069409,5.481120585,0,0,0,0,0,0
420035639003,4200326592,Forest Hills Borough,0.085375682,0,12,0.00000,140.55525,39.80021,4,466.1774141,46.85174894,9.950053619,28.91367194,2,338.6640247,23.42587447,14.45683597,7.321794214,1,85.75971608,11.71293724,7.321794214,543,844,503,253,0.00,1.42,0.00,2.39,0,2.162162162,0.157313101,0.015810277,0.114283288,0.007905138,0.028939898,0.003952569
420035639004,4200326592,Forest Hills Borough,0.199883543,2,81,10.00583,405.23596,12.20457,2,61.05839803,10.00582623,6.102284474,8.17621878,1,40.90491215,5.002913114,8.17621878,1.15810842,1,5.793915803,5.002913114,1.15810842,669,931,431,279,0.21,8.70,0.46,18.79,0.298953662,10.82887701,0.043743975,0.007168459,0.029305444,0.003584229,0.004150926,0.003584229
420035640001,4200355016,North Fayette Township,9.801288249,6,148,0.61216,15.10006,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,3319,1343,996,0.18,4.46,0.45,11.02,0.252844501,5.884691849,0,0,0,0,0,0
420035640002,4200355016,North Fayette Township,6.507034126,1,198,0.15368,30.42861,129.16932,10,19.85072093,1.536798456,12.91693185,93.2068581,6,14.32401556,0.922079074,15.53447635,18.33678028,3,2.817993563,0.461039537,6.112260094,1612,2045,787,614,0.05,9.68,0.13,25.16,0.062034739,10.94527363,0.210373483,0.016286645,0.1518027,0.009771987,0.029864463,0.004885993
420035640003,4200355016,North Fayette Township,0.199746091,0,6,0.00000,30.03813,30.44300,2,152.4085115,10.01271159,15.2215022,25.35115212,1,126.9168873,5.006355796,25.35115212,4.61576501,1,23.10816191,5.006355796,4.61576501,405,538,205,161,0.00,1.12,0.00,2.93,0,1.459854015,0.189086984,0.01242236,0.157460572,0.00621118,0.028669348,0.00621118
420035641001,4200366320,Rosslyn Farms Borough,0.560778251,3,93,5.34971,165.84095,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,438,178,131,0.68,21.23,1.69,52.25,0.817438692,20.35010941,0,0,0,0,0,0
420035641002,4200376560,Thornburg Borough,0.433924386,3,98,6.91365,225.84580,170.53051,15,392.9959162,34.56823464,11.36870078,95.68842052,8,220.5186515,18.43639181,11.96105256,24.2920265,3,55.98216479,6.913646927,8.097342167,519,507,185,152,0.59,19.33,1.62,52.97,0.578034682,15.96091205,1.121911262,0.098684211,0.629529082,0.052631579,0.159815964,0.019736842
420035642001,4200372568,South Versailles Township,0.878971218,1,12,1.13769,13.65232,2.37513,1,2.702172777,1.137693681,2.375132096,0.412861455,1,0.469709869,1.137693681,0.412861455,0.183463742,1,0.20872554,1.137693681,0.183463742,111,453,179,136,0.22,2.65,0.56,6.70,0.900900901,9.836065574,0.017464207,0.007352941,0.003035746,0.007352941,0.001348998,0.007352941
420035642002,4200384704,White Oak Borough,1.32599412,0,32,0.00000,24.13284,193.12398,17,145.6446715,12.82056968,11.360234,118.8763661,9,89.65074912,6.787360417,13.20848513,27.68667753,4,20.8799399,3.01660463,6.921669382,629,993,490,298,0.00,3.22,0.00,6.53,0,4.841149773,0.64806704,0.05704698,0.39891398,0.030201342,0.092908314,0.013422819
420035642003,4200384704,White Oak Borough,3.217285429,0,30,0.00000,9.32463,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,865,440,260,0.00,3.47,0.00,6.82,0,4.777070064,0,0,0,0,0,0
420035644001,4200355488,North Versailles Township,0.735088704,0,6,0.00000,8.16228,396.97514,30,540.0370582,40.8114012,13.2325047,231.0932597,15,314.3746579,20.4057006,15.40621731,65.70190523,8,89.37956047,10.88304032,8.212738154,660,726,414,218,0.00,0.83,0.00,1.45,0,0.900900901,1.820986885,0.137614679,1.060060824,0.068807339,0.301384886,0.036697248
420035644002,4200355488,North Versailles Township,0.547865836,0,7,0.00000,12.77685,34.13592,3,62.30707064,5.475793163,11.37863845,12.40373041,2,22.64008739,3.650528776,6.201865204,4.23220465,1,7.724892429,1.825264388,4.23220465,741,1143,476,343,0.00,0.61,0.00,1.47,0,0.935828877,0.099521619,0.008746356,0.036162479,0.005830904,0.012338789,0.002915452
420035644003,4200355488,North Versailles Township,0.729253928,0,11,0.00000,15.08391,133.07502,10,182.4810519,13.71264469,13.30750238,79.57366877,5,109.1165447,6.856322345,15.91473375,18.58051821,3,25.47880443,4.113793407,6.193506069,626,1124,464,337,0.00,0.98,0.00,2.37,0,1.726844584,0.394881376,0.029673591,0.236123646,0.014836795,0.055135069,0.008902077
420035644004,4200355488,North Versailles Township,2.417687935,0,16,0.00000,6.61789,446.69160,32,184.7598258,13.23578595,13.95911256,281.3097881,17,116.3548794,7.031511284,16.54763459,75.1012739,9,31.06326205,3.722564798,8.344585988,960,1079,616,324,0.00,1.48,0.00,2.60,0,1.639344262,1.378677783,0.098765432,0.868240087,0.052469136,0.231794055,0.027777778
420035644005,4200355488,North Versailles Township,0.22577594,0,17,0.00000,75.29589,33.13977,3,146.781681,13.28750972,11.04659067,19.10521137,2,84.62022726,8.858339814,9.552605684,4.306612628,1,19.07471905,4.429169907,4.306612628,455,558,312,167,0.00,3.05,0.00,5.45,0,3.601694915,0.198441749,0.017964072,0.114402463,0.011976048,0.0257881,0.005988024
420035644006,4200380600,Wall Borough,0.437646411,0,6,0.00000,13.70970,103.06997,8,235.5096979,18.27959695,12.88374676,73.97224301,4,169.0228484,9.139798473,18.49306075,16.21321894,2,37.04638842,4.569899236,8.106609469,288,779,297,234,0.00,0.77,0.00,2.02,0,2.040816327,0.440469975,0.034188034,0.316120697,0.017094017,0.06928726,0.008547009
420035644007,4200377272,Trafford Borough,0.186462632,0,0,0.00000,0.00000,0.23792,1,1.275969257,5.363004844,0.237920586,0.03982066,1,0.213558394,5.363004844,0.03982066,0.008857055,1,0.047500426,5.363004844,0.008857055,28,50,20,15,0.00,0.00,0.00,0.00,0,0,0.015861372,0.066666667,0.002654711,0.066666667,0.00059047,0.066666667
420035645001,4200337955,Jefferson Hills Borough,3.568348045,1,29,0.28024,8.12701,228.47653,18,64.02865608,5.044350991,12.69314054,141.2758842,9,39.59139704,2.522175496,15.69732047,32.69101007,4,9.161384948,1.120966887,8.172752518,1047,1362,540,409,0.07,2.13,0.19,5.37,0.095510984,2.697674419,0.558622322,0.04400978,0.34541781,0.02200489,0.07992912,0.009779951
420035645002,4200337955,Jefferson Hills Borough,2.553948021,0,14,0.00000,5.48171,163.01206,13,63.82747877,5.090158412,12.53938947,94.36248547,7,36.94769224,2.740854529,13.48035507,19.64216837,3,7.690903733,1.174651941,6.547389455,657,1099,451,330,0.00,1.27,0.00,3.10,0,2.086438152,0.493975949,0.039393939,0.285946926,0.021212121,0.059521722,0.009090909
420035645003,4200382848,West Elizabeth Borough,0.181552571,1,19,5.50805,104.65288,121.43040,10,668.8442894,55.08046479,12.14304004,56.58014893,5,311.6460901,27.54023239,11.31602979,14.38972169,2,79.25925587,11.01609296,7.194860843,280,565,220,170,0.18,3.36,0.45,8.64,0.357142857,6.375838926,0.714296473,0.058823529,0.332824405,0.029411765,0.084645422,0.011764706
420039800001,4200361000,Pittsburgh City,0.246037809,0,33,0.00000,134.12573,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,220,136,66,0.00,15.00,0.00,24.26,0,61.11111111,0,0,0,0,0,0
420039801001,4200361000,Pittsburgh City,0.556327265,1,1,1.79750,1.79750,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,27,18,8,3.70,3.70,5.56,5.56,0.588235294,0.588235294,0,0,0,0,0,0
420039803001,4200361000,Pittsburgh City,0.499654418,0,0,0.00000,0.00000,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,#DIV/0!,#DIV/0!,0.00,#DIV/0!,0,0,0,0,0,0,0,0
420039804001,4200361000,Pittsburgh City,0.427186518,0,0,0.00000,0.00000,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,#DIV/0!,#DIV/0!,0.00,#DIV/0!,0,0,0,0,0,0,0,0
420039805001,4200361000,Pittsburgh City,0.619233345,0,0,0.00000,0.00000,4.62943,1,7.476059214,1.614900114,4.629425157,3.787525547,1,6.116475437,1.614900114,3.787525547,0.585576787,1,0.94564802,1.614900114,0.585576787,14,4,4,1,0.00,0.00,0.00,0.00,0,0,4.629425157,1,3.787525547,1,0.585576787,1
420039806001,4200361000,Pittsburgh City,0.379442669,0,0,0.00000,0.00000,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,3,3,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
420039807001,4200361000,Pittsburgh City,0.217417601,0,1,0.00000,4.59944,1543.70721,132,7100.194312,607.1265601,11.6947516,666.6656515,66,3066.291089,303.5632801,10.10099472,209.6256967,26,964.161577,119.5855346,8.062526796,26,12,8,4,0.00,8.33,0.00,12.50,0,3.703703704,385.9268029,33,166.6664129,16.5,52.40642418,6.5
420039808001,4200361000,Pittsburgh City,0.154475999,0,0,0.00000,0.00000,611.18062,50,3956.476263,323.6748774,12.22361246,246.2647328,25,1594.194144,161.8374387,9.850589311,72.42072387,10,468.8153784,64.73497547,7.242072387,16,0,0,0,#DIV/0!,#DIV/0!,0.00,#DIV/0!,0,0,0,0,0,0,0,0
420039809001,4200361000,Pittsburgh City,0.561156245,0,0,0.00000,0.00000,862.80183,62,1537.542956,110.4861624,13.91615857,627.5208792,32,1118.264093,57.0251161,19.61002748,169.274606,17,301.6532518,30.29459293,9.957329764,83,0,0,0,#DIV/0!,#DIV/0!,0.00,#DIV/0!,0,0,0,0,0,0,0,0
420039810001,4200361000,Pittsburgh City,0.531679275,0,0,0.00000,0.00000,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,#DIV/0!,#DIV/0!,0.00,#DIV/0!,0,0,0,0,0,0,0,0
420039811001,4200361000,Pittsburgh City,0.338547114,0,0,0.00000,0.00000,11.91518,2,35.19505642,5.907597244,5.957592396,2.784032883,1,8.223472493,2.953798622,2.784032883,1.815254169,1,5.361895262,2.953798622,1.815254169,21,5,5,2,0.00,0.00,0.00,0.00,0,0,5.957592396,1,1.392016441,0.5,0.907627084,0.5
420039812001,4200361000,Pittsburgh City,0.177937497,0,0,0.00000,0.00000,2478.65766,206,13929.93445,1157.709892,12.03231876,1070.645515,102,6016.975264,573.2349952,10.49652466,320.3258348,41,1800.215474,230.4179883,7.812825239,87,0,0,0,#DIV/0!,#DIV/0!,0.00,#DIV/0!,0,0,0,0,0,0,0,0
420039818001,4200361000,Pittsburgh City,0.638103316,0,0,0.00000,0.00000,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,311,21,93,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
420039822001,4200361000,Pittsburgh City,0.195241051,0,0,0.00000,0.00000,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4516,25,1355,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
420059501001,4200581720,Wayne Township,44.8441731,0,14,0.00000,0.31219,40.72414,3,0.908125473,0.066898324,13.57471197,66.89116126,2,1.491635516,0.044598882,33.44558063,10.01117604,1,0.223243631,0.022299441,10.01117604,851,1568,594,470,0.00,0.89,0.00,2.36,0,1.61849711,0.086647098,0.006382979,0.14232162,0.004255319,0.021300375,0.00212766
420059501002,4200563712,Redbank Township,32.55143982,0,9,0.00000,0.27649,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,1173,491,352,0.00,0.77,0.00,1.83,0,1.648351648,0,0,0,0,0,0
420059501003,4200546632,Mahoning Township,16.09633723,0,7,0.00000,0.43488,10.47983,1,0.651068946,0.062125935,10.47982532,16.54251983,1,1.027719511,0.062125935,16.54251983,3.641971539,1,0.226260887,0.062125935,3.641971539,513,934,396,280,0.00,0.75,0.00,1.77,0,1.346153846,0.037427948,0.003571429,0.059080428,0.003571429,0.013007041,0.003571429
420059501004,4200546632,Mahoning Township,8.837885755,1,15,0.11315,1.69724,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,1024,404,307,0.10,1.46,0.25,3.71,0.197628458,2.884615385,0,0,0,0,0,0
420059502001,4200581176,Washington Township,22.45480851,1,26,0.04453,1.15788,36.83086,2,1.640221299,0.089067782,18.41542759,57.27633237,2,2.550737956,0.089067782,28.63816618,13.1122227,1,0.5839383,0.044533891,13.1122227,556,891,340,267,0.11,2.92,0.29,7.65,0.179856115,4.475043029,0.137943278,0.007490637,0.214518099,0.007490637,0.049109448,0.003745318
420059502002,4200546456,Madison Township,34.3740366,0,8,0.00000,0.23273,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,1337,545,401,0.00,0.60,0.00,1.47,0,1.063829787,0,0,0,0,0,0
420059503001,4200574992,Sugarcreek Township,26.6674128,0,13,0.00000,0.48749,138.77410,8,5.203883121,0.299991606,17.34676242,183.9600968,5,6.898310617,0.187494754,36.79201937,46.68007122,4,1.750453693,0.149995803,11.6700178,756,1506,542,452,0.00,0.86,0.00,2.40,0,1.690507152,0.307022344,0.017699115,0.406991365,0.011061947,0.103274494,0.008849558
420059503002,4200535936,Hovey Township,3.109246709,0,5,0.00000,1.60811,4.32242,1,1.390181814,0.32162131,4.322418232,6.02379497,1,1.93738083,0.32162131,6.02379497,2.122500243,1,0.682641309,0.32162131,2.122500243,451,739,333,222,0.00,0.68,0.00,1.50,0,1.096491228,0.019470352,0.004504505,0.027134212,0.004504505,0.009560812,0.004504505
420059503003,4200559440,Perry Township,27.63524697,1,22,0.03619,0.79608,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,1238,475,371,0.08,1.78,0.21,4.63,0.15060241,3.211678832,0,0,0,0,0,0
420059504001,4200583024,West Franklin Township,15.14340776,0,17,0.00000,1.12260,25.45933,2,1.681215594,0.132070669,12.72966664,46.45552367,1,3.067706054,0.066035335,46.45552367,4.791090466,1,0.316381263,0.066035335,4.791090466,670,1077,438,323,0.00,1.58,0.00,3.88,0,2.474526929,0.078821465,0.00619195,0.143825151,0.003095975,0.014833097,0.003095975
420059504002,4200583024,West Franklin Township,10.93768652,0,6,0.00000,0.54856,32.22333,2,2.946082435,0.182854025,16.11166306,61.10326177,2,5.586488667,0.182854025,30.55163088,8.654905502,1,0.791292152,0.091427012,8.654905502,476,730,284,219,0.00,0.82,0.00,2.11,0,1.244813278,0.147138475,0.00913242,0.279010328,0.00913242,0.039520116,0.00456621
420059504003,4200586560,Worthington Borough,0.687659914,0,3,0.00000,4.36262,57.12074,3,83.06539117,4.362621606,19.04024659,47.06432955,2,68.441287,2.908414404,23.53216478,15.53844181,2,22.59611399,2.908414404,7.769220906,384,648,253,194,0.00,0.46,0.00,1.19,0,0.775193798,0.294436803,0.015463918,0.242599637,0.010309278,0.080095061,0.010309278
420059505001,4200521160,East Franklin Township,19.83607641,0,18,0.00000,0.90744,12.41961,1,0.626111991,0.050413196,12.4196053,17.37061217,1,0.875708069,0.050413196,17.37061217,7.418587491,1,0.373994702,0.050413196,7.418587491,723,1518,551,455,0.00,1.19,0.00,3.27,0,2.429149798,0.027295836,0.002197802,0.03817717,0.002197802,0.016304588,0.002197802
420059505002,4200521160,East Franklin Township,9.249589963,0,23,0.00000,2.48660,1257.01003,69,135.8989999,7.45979014,18.2175366,1110.689193,44,120.0798303,4.756967625,25.24293621,385.1734152,30,41.64221515,3.243387017,12.83911384,1225,1665,671,500,0.00,1.38,0.00,3.43,0,1.842948718,2.514020051,0.138,2.221378387,0.088,0.77034683,0.06
420059505003,4200521160,East Franklin Township,1.846088014,0,10,0.00000,5.41686,76.78988,5,41.59600052,2.708429914,15.3579756,94.73459265,3,51.31640093,1.625057948,31.57819755,22.15378559,2,12.00039512,1.083371966,11.0768928,759,1169,489,351,0.00,0.86,0.00,2.04,0,1.300390117,0.218774581,0.014245014,0.269899124,0.008547009,0.063116198,0.005698006
420059505004,4200583248,West Kittanning Borough,0.428523203,0,11,0.00000,25.66956,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,1176,557,353,0.00,0.94,0.00,1.97,0,1.403061224,0,0,0,0,0,0
420059506001,4200507416,Boggs Township,24.62080301,0,11,0.00000,0.44678,20.68557,2,0.840166246,0.081232119,10.34278382,19.32563348,1,0.784931079,0.040616059,19.32563348,6.953559537,1,0.282426188,0.040616059,6.953559537,509,738,308,221,0.00,1.49,0.00,3.57,0,2.115384615,0.093599854,0.009049774,0.087446305,0.004524887,0.03146407,0.004524887
420059506002,4200579528,Valley Township,18.14677947,0,8,0.00000,0.44085,118.26435,7,6.517098347,0.385743377,16.89490664,156.1523762,4,8.60496357,0.220424787,39.03809405,28.72593347,3,1.582976942,0.16531859,9.575311158,810,1370,510,411,0.00,0.58,0.00,1.57,0,0.97799511,0.287747802,0.01703163,0.379932789,0.00973236,0.069892782,0.00729927
420059506003,4200563560,Rayburn Township,8.407197677,0,8,0.00000,0.95157,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,1106,471,332,0.00,0.72,0.00,1.70,0,1.31147541,0,0,0,0,0,0
420059507001,4200516728,Cowanshannock Township,17.79116895,0,12,0.00000,0.67449,9.72651,1,0.546704497,0.056207661,9.726512074,15.63661786,1,0.878897722,0.056207661,15.63661786,3.956721705,1,0.222398074,0.056207661,3.956721705,606,764,332,229,0.00,1.57,0.00,3.61,0,1.941747573,0.042473852,0.004366812,0.068282174,0.004366812,0.017278261,0.004366812
420059507002,4200516728,Cowanshannock Township,17.26766269,0,12,0.00000,0.69494,142.02336,8,8.224816502,0.463293738,17.75291963,216.0213955,6,12.51016999,0.347470304,36.00356592,47.34883888,4,2.742052572,0.231646869,11.83720972,706,1488,551,446,0.00,0.81,0.00,2.18,0,1.671309192,0.31843802,0.01793722,0.484352905,0.013452915,0.106163316,0.00896861
420059507003,4200516728,Cowanshannock Township,12.69824827,0,3,0.00000,0.23625,9.49999,1,0.748134288,0.07875102,9.499994926,15.14341308,1,1.192559223,0.07875102,15.14341308,2.248752873,1,0.177091582,0.07875102,2.248752873,406,719,285,216,0.00,0.42,0.00,1.05,0,0.733496333,0.043981458,0.00462963,0.070108394,0.00462963,0.010410893,0.00462963
420059507004,4200566720,Rural Valley Borough,2.111302359,0,7,0.00000,3.31549,106.79976,6,50.58477968,2.841847817,17.79996078,116.0366167,4,54.95973433,1.894565212,29.00915418,38.55264895,3,18.26012688,1.420923909,12.85088298,464,866,372,260,0.00,0.81,0.00,1.88,0,1.486199575,0.410768326,0.023076923,0.44629468,0.015384615,0.148279419,0.011538462
420059508001,4200540056,Kittanning Township,14.78863933,1,26,0.06762,1.75811,48.68706,3,3.292193188,0.202858419,16.22901923,63.65365094,2,4.304226339,0.135238946,31.82682547,14.09775553,2,0.953282801,0.135238946,7.048877765,643,976,397,293,0.10,2.66,0.25,6.55,0.155520995,3.892215569,0.166167432,0.010238908,0.217247955,0.006825939,0.048115207,0.006825939
420059508002,4200540056,Kittanning Township,15.92379822,1,19,0.06280,1.19318,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,1184,462,355,0.08,1.60,0.22,4.11,0.126103405,2.342786683,0,0,0,0,0,0
420059508003,4200510344,Burrell Township,21.46486845,0,5,0.00000,0.23294,27.87192,2,1.298489908,0.093175507,13.93595752,49.36396044,2,2.299756021,0.093175507,24.68198022,7.612548714,1,0.354651543,0.046587753,7.612548714,359,633,268,190,0.00,0.79,0.00,1.87,0,1.373626374,0.14669429,0.010526316,0.259810318,0.010526316,0.040066046,0.005263158
420059508004,4200505992,Bethel Township,15.2714153,0,13,0.00000,0.85126,56.95364,4,3.729427751,0.261927262,14.23841,79.80624918,2,5.22585809,0.130963631,39.90312459,17.64951635,2,1.155722374,0.130963631,8.824758173,743,1353,520,406,0.00,0.96,0.00,2.50,0,1.71957672,0.140279902,0.009852217,0.196567116,0.004926108,0.043471715,0.004926108
420059509001,4200546976,Manor Township,7.582583466,1,28,0.13188,3.69267,46.30898,3,6.107282673,0.395643518,15.43632687,60.82814298,2,8.022086832,0.263762345,30.41407149,10.78127469,1,1.42184715,0.131881173,10.78127469,695,972,483,292,0.10,2.88,0.21,5.80,0.143884892,3.878116343,0.158592399,0.010273973,0.208315558,0.006849315,0.036922174,0.003424658
420059509002,4200546976,Manor Township,4.013243524,0,11,0.00000,2.74093,154.85376,9,38.58568839,2.2425751,17.20597379,195.0360982,6,48.59812193,1.495050067,32.50601636,48.6728221,4,12.12805099,0.996700045,12.16820552,830,1025,446,308,0.00,1.07,0.00,2.47,0,1.307966706,0.502771961,0.029220779,0.633234085,0.019480519,0.158028643,0.012987013
420059509003,4200546976,Manor Township,0.210706759,0,5,0.00000,23.72966,3.58588,1,17.01833575,4.745932236,3.585878371,4.854451959,1,23.03890004,4.745932236,4.854451959,1.072010595,1,5.087689638,4.745932236,1.072010595,362,707,299,212,0.00,0.71,0.00,1.67,0,1.36239782,0.016914521,0.004716981,0.022898358,0.004716981,0.005056654,0.004716981
420059509004,4200546976,Manor Township,4.955205765,0,13,0.00000,2.62350,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,2349,891,705,0.00,0.55,0.00,1.46,0,1.051779935,0,0,0,0,0,0
420059510001,4200526512,Ford City Borough,0.327467141,0,12,0.00000,36.64490,13.73357,1,41.93878481,3.053741508,13.73357395,16.40458948,1,50.09537582,3.053741508,16.40458948,3.142057542,1,9.595031534,3.053741508,3.142057542,897,1252,543,376,0.00,0.96,0.00,2.21,0,1.320132013,0.036525463,0.002659574,0.043629227,0.002659574,0.008356536,0.002659574
420059510002,4200526512,Ford City Borough,0.184196213,0,8,0.00000,43.43195,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,1163,497,349,0.00,0.69,0.00,1.61,0,1.556420233,0,0,0,0,0,0
420059510003,4200526512,Ford City Borough,0.132928796,0,2,0.00000,15.04565,22.75030,2,171.1464867,15.04564898,11.37514819,20.74909945,1,156.0918335,7.522824492,20.74909945,5.642000288,1,42.44377795,7.522824492,5.642000288,279,513,240,154,0.00,0.39,0.00,0.83,0,0.711743772,0.147729197,0.012987013,0.134734412,0.006493506,0.036636366,0.006493506
420059511001,4200540040,Kittanning Borough,0.181985778,0,4,0.00000,21.97974,7.30076,1,40.1171747,5.494934893,7.300755238,11.28128197,1,61.98990991,5.494934893,11.28128197,1.55282137,1,8.532652331,5.494934893,1.55282137,458,736,346,221,0.00,0.54,0.00,1.16,0,0.865800866,0.033035092,0.004524887,0.051046525,0.004524887,0.007026341,0.004524887
420059511002,4200540040,Kittanning Borough,0.447735261,0,5,0.00000,11.16731,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,860,358,258,0.00,0.58,0.00,1.40,0,1.436781609,0,0,0,0,0,0
420059511003,4200540040,Kittanning Borough,0.097286161,0,6,0.00000,61.67373,13.19307,1,135.6109575,10.27895427,13.19306944,11.80381337,1,121.3308578,10.27895427,11.80381337,5.038964519,1,51.79528585,10.27895427,5.038964519,330,713,306,214,0.00,0.84,0.00,1.96,0,1.785714286,0.061649857,0.004672897,0.055158006,0.004672897,0.023546563,0.004672897
420059511004,4200540040,Kittanning Borough,0.105171525,0,4,0.00000,38.03311,350.68617,22,3334.421272,209.1820948,15.94028052,346.2489201,14,3292.230657,133.1158785,24.73206572,92.82459523,8,882.6019674,76.06621631,11.6030744,267,595,411,178,0.00,0.67,0.00,0.97,0,1.47601476,1.970147031,0.123595506,1.945218652,0.078651685,0.52148649,0.04494382
420059511005,4200540040,Kittanning Borough,0.062253954,0,1,0.00000,16.06324,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,337,194,101,0.00,0.30,0.00,0.52,0,0.534759358,0,0,0,0,0,0
420059511006,4200540040,Kittanning Borough,0.10191012,0,4,0.00000,39.25027,214.52014,13,2104.993444,127.5633857,16.50154888,264.9676449,9,2600.013068,88.31311316,29.44084943,70.92752015,6,695.9811236,58.87540877,11.82125336,256,706,406,212,0.00,0.57,0.00,0.99,0,1.538461538,1.011887431,0.061320755,1.249847382,0.04245283,0.334563774,0.028301887
